ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
99511201,Photo,Colibrí Cola de Raqueta,Ocreatus underwoodii,,Roger Ahlman,2018-04-16,2018,4,16,600,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,Adult Male,,Unspecified,"","",,,,,,,S44780706,"",,,,,Ocreatus underwoodii,bortai1,Species,4533,,4.67,3,,592,850
99338421,Photo,Jacamar de Frente Azulada,Galbula cyanescens,,Rohan van Twest,2018-04-27,2018,4,27,1020,Peru,PE-MDD,Madre de Dios,,Chuncho Lodge,-12.8734287,-69.4992073,"",,Unspecified,"","",,,,,,,S45098240,"",,,,,Galbula cyanescens,blfjac1,Species,10049,,4.67,3,,1557,2255
99282741,Photo,Bolsero de Hombro Pintado (chrysocephalus),Icterus cayanensis chrysocephalus,,Fernando Angulo - CORBIDI,2018-04-14,2018,4,14,701,Peru,PE-SAM,San Martín,,ASOCIACION DE CONSERVACION “BOSQUE GUARDIAN”,-6.4097615,-76.3043403,"",,Unspecified,"","",,,,,,,S44657674,"",,,,,Icterus cayanensis,epaori2,Group,32433,,4.67,3,,3221,4608
99193941,Photo,Churrete de Ala Crema,Cinclodes albiventris,,Wilgen Boris Ayala Peña,2018-05-05,2018,5,5,1210,Peru,PE-JUN,Junín,,ACR Huaytapallana,-11.9556244,-75.0414558,"",,Unspecified,"","",,,,,,,S45477182,"",,,,,Cinclodes albiventris,crwcin1,Species,14358,,4.67,3,,3456,4608
98552091,Photo,Pico-Espina de Dorso Azul,Chalcostigma stanleyi,,Fisher Chavez,2018-05-05,2018,5,5,1040,Peru,PE-CUS,Cuzco [Cusco],,PE Soraypampa- -13.39x-72.574 - 26 jun. 2017 18:57,-13.3903482,-72.5736193,"",,Unspecified,"","",,,,,,,S45338314,"",,,,especie observado en soraypampa a la margen derecha e izquierdo del rió de salakantay,Chalcostigma stanleyi,blmtho1,Species,,,4.67,3,,2482,3031
97497041,Photo,Gallinazo de Cabeza Roja,Cathartes aura,,Gustavo Cárdenas Huachaca,2018-02-03,2018,2,3,900,Peru,PE-ICA,Ica,,Zona Reservada Punta San Juan,-15.3653545,-75.1885521,"",,Unspecified,"","",,,,,,,S45143468,"",,,,,Cathartes aura,turvul,Species,7338,,4.67,3,,3652,6000
97099241,Photo,Rascón Plomizo,Pardirallus sanguinolentus,,James Moore,2015-10-17,2015,10,17,1230,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"","",Unspecified,"","",,,,,,,S25528347,"",,,,,Pardirallus sanguinolentus,plurai1,Species,5236,,4.67,3,Habitat,2079,2772
93082201,Photo,Huaco Común,Nycticorax nycticorax,,Stephen Gast,2010-06-03,2010,6,3,800,Peru,PE-LOR,Loreto,,Area de Conservación Ambiental Garzal de Santa María de Fátima,-3.6076954,-73.1297851,Immature,,Unspecified,"","",,,,,,,S38337041,"",,,,,Nycticorax nycticorax,bcnher,Species,7227,,4.67,3,,2849,4275
91943921,Photo,Mosquero de Corona Dorada,Myiodynastes chrysocephalus,,Roger Ahlman,2018-02-02,2018,2,2,824,Peru,PE-CUS,Cuzco [Cusco],,Machu Picchu Pueblo/Aguas Calientes (Valqui B3.3),-13.1547960,-72.5245714,Adult,,Unspecified,"","",,,,,,,S42434097,"",,,,,Myiodynastes chrysocephalus,gocfly1,Species,16646,,4.67,3,,562,850
91943871,Photo,Mosquero de Corona Dorada,Myiodynastes chrysocephalus,,Roger Ahlman,2018-02-02,2018,2,2,824,Peru,PE-CUS,Cuzco [Cusco],,Machu Picchu Pueblo/Aguas Calientes (Valqui B3.3),-13.1547960,-72.5245714,Adult,,Unspecified,"","",,,,,,,S42434097,"",,,,,Myiodynastes chrysocephalus,gocfly1,Species,16646,,4.67,3,,699,567
91943861,Photo,Mosquero de Corona Dorada,Myiodynastes chrysocephalus,,Roger Ahlman,2018-02-02,2018,2,2,824,Peru,PE-CUS,Cuzco [Cusco],,Machu Picchu Pueblo/Aguas Calientes (Valqui B3.3),-13.1547960,-72.5245714,Adult,,Unspecified,"","",,,,,,,S42434097,"",,,,,Myiodynastes chrysocephalus,gocfly1,Species,16646,,4.67,3,,619,850
89870661,Photo,Colibrí Cola de Raqueta,Ocreatus underwoodii,,Roger Ahlman,2018-01-22,2018,1,22,715,Peru,PE-SAM,San Martín,,Bosque de Protección Alto Mayo--Altomayo,-5.6675586,-77.7476215,Adult Male,,Unspecified,"","",,,,,,,S42159988,"",,,,,Ocreatus underwoodii,bortai1,Species,4533,,4.67,3,,598,850
89864431,Photo,Fío-Fío Oscuro,Elaenia obscura,,Roger Ahlman,2018-01-25,2018,1,25,1359,Peru,PE-AMA,Amazonas,,Reserva Huembo,-5.8576587,-77.9847295,Adult,,Unspecified,"","",,,,,,,S42252773,"",,,,,Elaenia obscura,higela2,Species,15922,,4.67,3,,608,850
89766401,Photo,Zafiro de Cola Dorada,Chrysuronia oenone,,Fernando Angulo - CORBIDI,2018-03-09,2018,3,9,1024,Peru,PE-SAM,San Martín,,Reserva Arena Blanca,-5.6825232,-77.6335144,"",,Unspecified,"","",,,,,,,S43512103,"",,,,,Chrysuronia oenone,gotsap1,Species,4994,,4.67,3,,2159,3757
89679861,Photo,Estrellita de Vientre Blanco,Chaetocercus mulsant,,Janice White,2018-03-07,2018,3,7,1019,Peru,PE-AMA,Amazonas,,ACP Abra Patricia--Owlet Lodge,-5.6978731,-77.8103521,Male,,Unspecified,"","",,,,,,,S43624253,"",,,,,Chaetocercus mulsant,whbwoo6,Species,4632,,4.67,3,,1973,2436
88964911,Photo,Garcita Bueyera,Bubulcus ibis,,Victor Jhanpiers Jondec Lingán,2018-03-08,2018,3,8,1400,Peru,PE-CAJ,Cajamarca,,celendin,-6.8593663,-78.1388211,Adult Female,,Unspecified,"","",,,,,,,S43493751,"",,,,,Bubulcus ibis,categr,Species,7170,,4.67,3,,2963,2711
88714891,Photo,Hoazín,Opisthocomus hoazin,,Juan José Chalco Luna,2017-08-16,2017,8,16,600,Peru,PE-MDD,Madre de Dios,,Senda Cocha Nueva,-12.3843800,-70.7296800,"",,Unspecified,"","",,,,,,,S43442806,"",,,,,Opisthocomus hoazin,hoatzi1,Species,5039,,4.67,3,,2484,3715
87743771,Photo,Pato-Silbón de Vientre Negro,Dendrocygna autumnalis,,Fernando Angulo - CORBIDI,2018-02-09,2018,2,9,1510,Peru,PE-MDD,Madre de Dios,,El Triunfo,-12.5931755,-69.1589293,"",,Unspecified,"","",,,,,,,S42624444,"",,,,Fotos,Dendrocygna autumnalis,bbwduc,Species,220,,4.67,3,,2418,4378
87658451,Photo,Loro de Cabeza Negra,Pionites melanocephalus,,Daniel Lebbin,2010-06-06,2010,6,6,810,Peru,PE-LOR,Loreto,,Llanchama & Reserva Nacional Allpahuayo Mishana,-3.8577113,-73.4096259,"",Foraging or Eating,Unspecified,"","",,,,,,,S16991840,"",,,,"locally, they call these ""chiricles""",Pionites melanocephalus,blhpar4,Species,12435,,4.67,3,"",2592,3872
87564491,Photo,Búho Penachudo,Lophostrix cristata,,Juan José Chalco Luna,2017-08-22,2017,8,22,600,Peru,PE-MDD,Madre de Dios,,Tambopata Research Center,-13.1341956,-69.6108663,"",,Unspecified,"","",,,,,,,S43205076,"",,,,,Lophostrix cristata,creowl1,Species,8382,,4.67,3,,6000,4000
86637851,Photo,Golondrina Tijereta,Hirundo rustica,,Carlos Ibañez,2018-02-18,2018,2,18,902,Peru,PE-LAM,Lambayeque,,Humedal San José,-6.7577777,-79.9691820,"",,Unspecified,"","",,,,,,,S42960225,"",,,,,Hirundo rustica,barswa,Species,23153,,4.67,3,,1666,2496
86305461,Photo,Esmeralda de Cola Azul,Chlorostilbon mellisugus,,Tini & Jacob Wijpkema,2015-12-11,2015,12,11,1500,Peru,PE-CUS,Cuzco [Cusco],,Carretera a Manú--Patria (600-900m),-12.9711300,-71.4243200,"",,Unspecified,"","",,,,,,,S42769964,"",,,,,Chlorostilbon mellisugus,blteme1,Species,4705,,4.67,3,,1297,1625
86253961,Photo,Hormiguerito de Ihering,Myrmotherula iheringi,,Gordon Dimmig,2015-07-14,2015,7,14,600,Peru,PE-MDD,Madre de Dios,,Las Piedras Amazon Research & Conservation Center,-12.0698933,-69.5164633,Adult Male,,Unspecified,"","",,,,,,,S24611926,"",,,Mist net capture. Banded.,Banded DCB male.,Myrmotherula iheringi,iheant1,Species,13163,,4.67,3,,1667,2500
86208811,Photo,Gallinazo de Cabeza Negra,Coragyps atratus,,RUBEN DELZO PONCE,2018-02-14,2018,2,14,830,Peru,PE-UCA,Ucayali,,calleria,-8.4300927,-74.7271585,"",,Unspecified,"","",,,,,,,S42866384,"",,,,,Coragyps atratus,blkvul,Species,7334,,4.67,3,,2419,3629
85388811,Photo,Calandria de Cola Larga,Mimus longicaudatus,,Kevin Berkoff,2017-08-15,2017,8,15,0,Peru,PE-LAM,Lambayeque,,ACP Chaparrí--Chaparrí Ecolodge,-6.5438889,-79.4813889,"",,Unspecified,"","",,,,,,,S42649244,"",,,,,Mimus longicaudatus,lotmoc1,Species,27004,,4.67,3,,3264,4896
85387991,Photo,Urraca de Cola Blanca,Cyanocorax mystacalis,,Kevin Berkoff,2017-08-15,2017,8,15,0,Peru,PE-LAM,Lambayeque,,ACP Chaparrí--Chaparrí Ecolodge,-6.5438889,-79.4813889,"",,Unspecified,"","",,,,,,,S42649244,"",,,,,Cyanocorax mystacalis,whtjay2,Species,20341,,4.67,3,,2073,3110
85385821,Photo,Moscareta Gris y Blanca,Pseudelaenia leucospodia,,Kevin Berkoff,2017-08-15,2017,8,15,0,Peru,PE-LAM,Lambayeque,,ACP Chaparrí--Chaparrí Ecolodge,-6.5438889,-79.4813889,"",,Unspecified,"","",,,,,,,S42649244,"",,,,,Pseudelaenia leucospodia,gawtyr2,Species,16159,,4.67,3,,1538,2307
84389691,Photo,Mosquero Picudo,Megarynchus pitangua,,Santos Raphael Paucar-Cárdenas,2017-12-26,2017,12,26,805,Peru,PE-JUN,Junín,,Finca Forestbambú,-11.2289610,-74.6174777,"",,Unspecified,"","",,,,,,,S42446509,"",,,,,Megarynchus pitangua,bobfly1,Species,16601,,4.67,3,,1280,1920
83517611,Photo,Garza Grande,Ardea alba,,Santiago Imberti,2017-12-29,2017,12,29,526,Peru,PE-LOR,Loreto,,Río pacaya hasta lago yarina y vuelta,-5.2437450,-74.3360380,"",,Unspecified,"","",,,,,,,S41443344,"",,,,,Ardea alba,greegr,Species,7200,,4.67,3,,1333,2000
83461911,Photo,Búho Café,Ciccaba virgata,,Eric Heisey,2017-10-26,2017,10,26,440,Peru,PE-MDD,Madre de Dios,,Estación Biológica de Cocha Cashu,-11.8883688,-71.4079548,"",,Unspecified,"","",,,,,,,S40584194,"",,,,Photographed at a wallow with an elaborate camera setup!,Ciccaba virgata,motowl,Species,8631,,4.67,3,,3648,5472
83318111,Photo,Cola-Espina de Cresta Cremosa,Cranioleuca albicapilla,,Steven Liffmann,2017-12-05,2017,12,5,630,Peru,PE-CUS,Cuzco [Cusco],,ACP Abra Málaga--Lagunillas,-13.1270548,-72.3274277,"",,Unspecified,"","",,,,,,,S41037595,"",,,,,Cranioleuca albicapilla,crcspi1,Species,14760,,4.67,3,,2242,1336
82885351,Photo,Colibrí Tirio,Metallura tyrianthina,,Alex Wiebe,2018-01-17,2018,1,17,458,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S41988534,"",,,,,Metallura tyrianthina,tyrmet1,Species,4405,,4.67,3,,2255,3542
81645221,Photo,Avefría Andina,Vanellus resplendens,,Christian Hagenlocher,2018-01-08,2018,1,8,1538,Peru,PE-CUS,Cuzco [Cusco],,Laguna de Huacarpay,-13.6180268,-71.7304230,"",,Unspecified,"","",,,,,,,S41755015,"",,,,,Vanellus resplendens,andlap1,Species,5722,,4.67,3,,2234,3128
81153841,Photo,Aguilucho Variable,Geranoaetus polyosoma,,Juanma Dominguez,2015-09-26,2015,9,26,0,Peru,PE-LIM,Lima,,RN Lomas de Lachay,-11.3733485,-77.3608303,"",,Unspecified,"","",,,,,,,S32060055,"",,,,,Geranoaetus polyosoma,rebhaw2,Species,7958,,4.67,3,,533,800
81079181,Photo,Zambullidor de Pico Grueso,Podilymbus podiceps,,Rutger Koperdraad,2018-01-07,2018,1,7,840,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Génesis,-12.2110124,-76.9878960,"",,Unspecified,"","",,,,,,,S41726988,"",,,,,Podilymbus podiceps,pibgre,Species,1756,,4.67,3,,960,1280
79991321,Photo,Tortolita Peruana,Columbina cruziana,,Eric Barnes,2016-05-19,2016,5,19,550,Peru,PE-ARE,Arequipa,,Mirador de San Cejana,-15.6125970,-71.9783556,"",,Unspecified,"","",,,,,,,S29793402,"",,,,,Columbina cruziana,crgdov1,Species,2213,,4.67,3,,1582,2048
79988261,Photo,Pingüino de Humboldt,Spheniscus humboldti,,Eric Barnes,2016-05-23,2016,5,23,745,Peru,PE-ICA,Ica,,Bahía Paracas,-13.8194111,-76.2722397,"",,Unspecified,"","",,,,,,,S29860542,"",,,Taken on Isle Ballestas a few days later,,Spheniscus humboldti,humpen1,Species,6638,,4.67,3,,1409,2048
78971801,Photo,Piquero de Pata Azul,Sula nebouxii,,Fernando Angulo - CORBIDI,2017-12-17,2017,12,17,1551,Peru,PE-LIM,Lima,,Pucusana,-12.4814977,-76.7980149,"",,Unspecified,"","",,,,,,,S41157929,"",,,,,Sula nebouxii,bfoboo,Species,6919,,4.67,3,,2599,4608
78970601,Photo,Gaviota Peruana,Larus belcheri,,Fernando Angulo - CORBIDI,2017-12-17,2017,12,17,1551,Peru,PE-LIM,Lima,,Pucusana,-12.4814977,-76.7980149,"",,Unspecified,"","",,,,,,,S41157929,"",,,,,Larus belcheri,belgul,Species,6311,,4.67,3,,2071,3669
78970451,Photo,Gaviota Peruana,Larus belcheri,,Fernando Angulo - CORBIDI,2017-12-17,2017,12,17,1551,Peru,PE-LIM,Lima,,Pucusana,-12.4814977,-76.7980149,"",,Unspecified,"","",,,,,,,S41157929,"",,,,,Larus belcheri,belgul,Species,6311,,4.67,3,,2118,2841
78218171,Photo,Garza Grande,Ardea alba,,Ruth  Danella,2017-12-13,2017,12,13,1024,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S41101187,"",,,,,Ardea alba,greegr,Species,7200,,4.67,3,,3069,4603
78050921,Photo,Gaviota de Franklin,Leucophaeus pipixcan,,Henry Cook,2017-11-26,2017,11,26,930,Peru,PE-LIM,Lima,,Refugio de Vida Silvestre Los Pantanos de Villa,-12.2140549,-76.9893005,"",,Unspecified,"","",,,,,,,S40932647,"",,,,,Leucophaeus pipixcan,fragul,Species,6238,,4.67,3,,854,1280
77983081,Photo,Tororoi Rojizo,Grallaria przewalskii,,Henry Cook,2017-11-07,2017,11,7,600,Peru,PE-AMA,Amazonas,,Fundo Alto Nieva,-5.6718000,-77.7628000,"",,Unspecified,"","",,,,,,,S41051012,"",,,,,Grallaria przewalskii,rutant5,Species,13646,,4.67,3,,854,1280
77592521,Photo,Flamenco Chileno,Phoenicopterus chilensis,,Chris Wood,2017-11-14,2017,11,14,855,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40518560,"",,,,Only counted birds on the paracas side of Doubletree.,Phoenicopterus chilensis,chifla1,Species,1715,,4.67,3,,3150,4725
77584431,Photo,Gaviota Dominicana,Larus dominicanus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,Adult,,Unspecified,"","",,,,,,,S40486650,"",,,,,Larus dominicanus,kelgul,Species,6333,,4.67,3,,2182,3637
77584231,Photo,Gaviotín Peruano,Sternula lorata,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,Adult,,Unspecified,"","",,,,,,,S40486650,"",,,,Excellent views is one fishing. Much grayer than Least.,Sternula lorata,perter2,Species,6417,,4.67,3,,1436,2393
77583981,Photo,Playero Arenero,Calidris alba,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Calidris alba,sander,Species,5922,,4.67,3,,1238,2063
77583961,Photo,Gaviota de Capucha Gris,Chroicocephalus cirrocephalus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Chroicocephalus cirrocephalus,grhgul,Species,6279,,4.67,3,,2045,3408
77583591,Photo,Piquero Peruano,Sula variegata,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Sula variegata,perboo1,Species,6922,,4.67,3,,1465,2197
77583211,Photo,Gaviota de Franklin,Leucophaeus pipixcan,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,Immature,,Unspecified,"","",,,,,,,S40486650,"",,,,Rough estimate,Leucophaeus pipixcan,fragul,Species,6299,,4.67,3,,2442,4070
77582541,Photo,Ostrero Americano,Haematopus palliatus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Haematopus palliatus,ameoys,Species,5653,,4.67,3,,2149,3221
77582481,Photo,Ostrero Americano,Haematopus palliatus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Haematopus palliatus,ameoys,Species,5653,,4.67,3,,1882,3136
77579431,Photo,Gaviota de Capucha Gris,Chroicocephalus cirrocephalus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Chroicocephalus cirrocephalus,grhgul,Species,6279,,4.67,3,,2609,4348
77579321,Photo,Gaviota Gris,Leucophaeus modestus,,Chris Wood,2017-11-13,2017,11,13,627,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40486650,"",,,,,Leucophaeus modestus,grygul,Species,6294,,4.67,3,,2679,4465
76783631,Photo,Pingüino de Humboldt,Spheniscus humboldti,,Connie Guillory,2017-11-14,2017,11,14,900,Peru,PE-ICA,Ica,,RN Islas Ballestas,-13.7360501,-76.3951492,"",,Unspecified,"","",,,,,,,S40525081,"",,,,,Spheniscus humboldti,humpen1,Species,6638,,4.67,3,,5304,7952
76760231,Photo,Gaviotín Zarcillo,Larosterna inca,,Jonathan  Vargas,2017-11-12,2017,11,12,830,Peru,PE-ICA,Ica,,RN Islas Ballestas,-13.7360501,-76.3951492,"",,Unspecified,"","",,,,,,,S40475567,"",,,,,Larosterna inca,incter1,Species,6502,,4.67,3,,2416,3771
75245451,Photo,Alcaraván Huerequeque,Burhinus superciliaris,,John van Dort,2017-11-14,2017,11,14,705,Peru,PE-ICA,Ica,,Paracas--Hilton Resort,-13.8567193,-76.2520936,"",,Unspecified,"","",,,,,,,S40503929,"",,,,A pair with two recently fledged young.,Burhinus superciliaris,petkne1,Species,5564,,4.67,3,,3456,4608
74918251,Photo,Chorlo Gris,Pluvialis squatarola,,John van Dort,2017-11-11,2017,11,11,733,Peru,PE-ICA,Ica,,Hotel Emancipador,-13.8360460,-76.2522450,"",,Unspecified,"","",,,,,,,S40453778,"",,,,,Pluvialis squatarola,bkbplo,Species,5615,,4.67,3,,3456,4608
74820421,Photo,Flamenco Chileno,Phoenicopterus chilensis,,Blake Matheson,2017-10-27,2017,10,27,817,Peru,PE-JUN,Junín,,RN de Junín--Lago Junín/Chinchaycocha,-11.0166885,-76.0913086,"",,Unspecified,"","",,,,,,,S40224954,"",,,,,Phoenicopterus chilensis,chifla1,Species,1715,,4.67,3,,2214,3272
74029651,Photo,Gaviotín Zarcillo,Larosterna inca,,Blake Matheson,2017-10-14,2017,10,14,923,Peru,PE-LIM,Lima,,Isla Pucusana,-12.4758920,-76.8004203,Immature,,Unspecified,"","",,,,,,,S39915531,"",,,,,Larosterna inca,incter1,Species,6502,,4.67,3,,2806,4446
72618351,Photo,Hormiguero de Cresta Canosa,Rhegmatorhina melanosticta,,Graham Montgomery,2017-08-19,2017,8,19,600,Peru,PE-MDD,Madre de Dios,,Pantiacolla Ridge - mid-elevations,-12.5747533,-71.3888597,"",,Unspecified,"","",,,,,,,S39235822,"",,,,,Rhegmatorhina melanosticta,hacant1,Species,13491,,4.67,3,,801,1201
70701571,Photo,Chorlo Nevado,Charadrius nivosus,,Tor Egil  Høgsås,2010-01-03,2010,1,3,1200,Peru,PE-ARE,Arequipa,,"Mejia, beach north of the village",-17.0817483,-71.9294643,"",,Unspecified,"","",,,,,,,S5878203,"",,,,,Charadrius nivosus,snoplo5,Species,5757,,4.67,3,,1071,2401
70328191,Photo,Gaviotín Zarcillo,Larosterna inca,,Mike Andersen,2012-12-07,2012,12,7,1500,Peru,PE-LIM,Lima,,Pucusana (Lima) Pelagic 07 Dec 2012 - J,-12.4986000,-76.8355000,"",,Unspecified,"","",,,,,,,S12260659,"",,,,,Larosterna inca,incter1,Species,6502,,4.67,3,,1861,2792
70039951,Photo,Pava Andina,Penelope montagnii,,Timo Mitzen,2017-08-31,2017,8,31,1545,Peru,PE-CUS,Cuzco [Cusco],,Santuario Historico Machu Picchu--Ferrocarril (Aguas Calientes a Mandor),-13.1501553,-72.5360620,"",,Unspecified,"","",,,,,,,S38959087,"",,,,,Penelope montagnii,andgua1,Species,804,,4.67,3,,3648,5472
69026681,Photo,Carpintero de Garganta Amarilla,Piculus flavigula,,Hugo Foxonet,2017-08-07,2017,8,7,0,Peru,PE-LOR,Loreto,,Bosque Privado Shiringal (acceso restringido),-5.2504524,-75.6936014,"",,Unspecified,"","",,,,,,,S39211582,"",,,,,Piculus flavigula,yetwoo1,Species,11224,,4.67,3,,3456,4608
68325781,Photo,Elanio Tijereta,Elanoides forficatus,,Sean Williams,2017-08-29,2017,8,29,630,Peru,PE-MDD,Madre de Dios,,Rio Madre de Dios--Manú Wildlife Center a Laberinto,-12.5357861,-70.4947384,"",,Unspecified,"","",,,,,,,S39049813,"",,,,,Elanoides forficatus,swtkit,Species,7408,,4.67,3,,1157,1736
68313011,Photo,Parina Chica,Phoenicoparrus jamesi,,Tor Egil  Høgsås,2013-07-06,2013,7,6,1630,Peru,PE-PUN,Puno,,Lagunilla Sakakani,-15.7188252,-70.8334494,"",,Unspecified,"","",,,,,,,S14588557,"",,,Chilean Flamingo in the midle.,,Phoenicoparrus jamesi,jamfla1,Species,1721,,4.67,3,,1246,3553
68209661,Photo,Canastero de los Cactus,Pseudasthenes cactorum,,Tor Egil  Høgsås,2008-03-06,2008,3,6,0,Peru,PE-ARE,Arequipa,,"Arequipa, Parque Ecologico, Alto Selva Alegre",-16.3834735,-71.5282917,Juvenile,,Unspecified,"","",,,,,,,S6358784,"",,,,,Pseudasthenes cactorum,caccan1,Species,14899,,4.67,3,,506,809
68178021,Photo,Guacamayo Escarlata,Ara macao,,Bradley Hacker 🦜,2017-09-01,2017,9,1,547,Peru,PE-MDD,Madre de Dios,,Cocha Blanco,-12.4047243,-70.7154751,"",,Unspecified,"","",,,,,,,S39026609,"",,,,,Ara macao,scamac1,Species,12485,,4.67,3,,2122,3183
68177881,Photo,Garza-Tigre Colorada,Tigrisoma lineatum,,Bradley Hacker 🦜,2017-09-01,2017,9,1,547,Peru,PE-MDD,Madre de Dios,,Cocha Blanco,-12.4047243,-70.7154751,"",,Unspecified,"","",,,,,,,S39026609,"",,,,,Tigrisoma lineatum,ruther1,Species,7081,,4.67,3,,2169,3253
68177731,Photo,Paloma Colorada,Patagioenas cayennensis,,Bradley Hacker 🦜,2017-09-01,2017,9,1,547,Peru,PE-MDD,Madre de Dios,,Cocha Blanco,-12.4047243,-70.7154751,"",,Unspecified,"","",,,,,,,S39026609,"",,,,,Patagioenas cayennensis,pavpig2,Species,1885,,4.67,3,,1971,2956
68176641,Photo,Monja de Frente Negra,Monasa nigrifrons,,Bradley Hacker 🦜,2017-08-28,2017,8,28,1039,Peru,PE-MDD,Madre de Dios,,PN Manú--Limonal Ranger Station,-12.2329956,-70.9393094,"",,Unspecified,"","",,,,,,,S39026394,"",,,,,Monasa nigrifrons,blfnun1,Species,9912,,4.67,3,,3178,4767
68172511,Photo,Rayador Negro,Rynchops niger,,Bradley Hacker 🦜,2017-08-28,2017,8,28,1039,Peru,PE-MDD,Madre de Dios,,PN Manú--Limonal Ranger Station,-12.2329956,-70.9393094,"",,Unspecified,"","",,,,,,,S39026394,"",,,,,Rynchops niger,blkski,Species,6511,,4.67,3,,2710,4065
68155921,Photo,Guacamayo Azul y Amarillo,Ara ararauna,,Bradley Hacker 🦜,2017-08-24,2017,8,24,1718,Peru,PE-CUS,Cuzco [Cusco],,Estación Biológica Villa Carmen,-12.8949217,-71.4038157,"",,Unspecified,"","",,,,,,,S39026349,"",,,,,Ara ararauna,baymac,Species,12567,,4.67,3,,3170,4755
68154591,Photo,Oreja-Violeta de Vientre Azul,Colibri coruscans,,Bradley Hacker 🦜,2017-08-24,2017,8,24,605,Peru,PE-CUS,Cuzco [Cusco],,Cock-of-the-Rock Lodge & Manu Paradise Lodge,-13.0558486,-71.5452057,"",,Unspecified,"","",,,,,,,S39026295,"",,,,,Colibri coruscans,spvear1,Species,4229,,4.67,3,,2311,3466
68127411,Photo,Angel-del-Sol de Garganta Amatista,Heliangelus amethysticollis,,Bradley Hacker 🦜,2017-08-22,2017,8,22,628,Peru,PE-CUS,Cuzco [Cusco],,Wayqecha Cloud Forest Birding Lodge,-13.1750985,-71.5867263,"",,Unspecified,"","",,,,,,,S39026189,"",,,,,Heliangelus amethysticollis,amtsun1,Species,4306,,4.67,3,,2503,3755
67820761,Photo,Tortolita Peruana,Columbina cruziana,,Nicholas Fordyce,2015-04-24,2015,4,24,1000,Peru,PE-LIM,Lima,,"Miraflores/Barranco, Lima",-12.1416273,-77.0235586,"",,Unspecified,"","",,,,,,,S25387173,"",,,,,Columbina cruziana,crgdov1,Species,2213,,4.67,3,,2248,4000
67418731,Photo,Golondrina Azul y Blanca,Pygochelidon cyanoleuca,,James Hoagland,2017-08-19,2017,8,19,1100,Peru,PE-LIM,Lima,,Caral,-10.8926529,-77.5225497,"",,Unspecified,"","",,,,,,,S38897313,"",,,,,Pygochelidon cyanoleuca,bawswa1,Species,23016,,4.67,3,,942,1191
